,ID,age,workclass,education,education.num,marital.status,occupation,relationship,race,Gender,capital.gain,capital.loss,hours.per.week,native.country,income,age_avg
803,804,61,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,61-70
804,805,39,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,31-40
805,806,47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,45,United-States,>50K,41-50
806,807,45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,>50K,41-50
807,808,55,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1887,40,United-States,>50K,51-60
808,809,38,Self-emp-not-inc,High School,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United-States,>50K,31-40
809,810,57,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,55,United-States,>50K,51-60
810,811,38,Self-emp-not-inc,High School,6,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,31-40
811,812,28,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1887,40,United-States,>50K,19-30
812,813,40,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1887,40,United-States,>50K,31-40
813,814,36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States,>50K,31-40
814,815,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,60,United-States,>50K,31-40
815,816,30,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,19-30
816,817,35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1887,42,United-States,>50K,31-40
817,818,32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,60,United-States,>50K,31-40
818,819,55,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1887,40,United-States,>50K,51-60
819,820,29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,30,United-States,>50K,19-30
820,821,37,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,31-40
821,822,36,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,31-40
822,823,42,Other,Masters,14,Married-civ-spouse,Other-service,Wife,White,Female,0,1887,48,United-States,>50K,41-50
823,824,40,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States,>50K,31-40
824,825,26,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,19-30
825,826,44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,60,United-States,>50K,41-50
826,827,47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,41-50
827,828,35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,31-40
828,829,58,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,51-60
829,830,41,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1887,55,United-States,>50K,41-50
830,831,41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,41-50
831,832,38,Local-gov,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,31-40
832,833,47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,41-50
833,834,39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,1887,40,United-States,>50K,31-40
834,835,42,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,50,United-States,>50K,41-50
835,836,42,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,41-50
836,837,37,Private,Assoc-voc,11,Married-civ-spouse,"Prof-,specialty",Wife,White,Female,0,1887,35,United-States,>50K,31-40
837,838,41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,41-50
838,839,51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,51-60
839,840,50,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,50,United-States,>50K,41-50
840,841,43,Private,High School,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1887,40,United-States,>50K,41-50
841,842,28,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,70,United-States,>50K,19-30
842,843,35,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,1887,45,United-States,>50K,31-40
843,844,59,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,51-60
844,845,28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,19-30
845,846,42,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,41-50
846,847,51,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,47,United-States,>50K,51-60
847,848,54,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,44,United-States,>50K,51-60
848,849,45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,41-50
849,850,38,Local-gov,Bachelors,13,Married-civ-spouse,"Prof-,specialty",Wife,Black,Female,0,1887,40,United-States,>50K,31-40
850,851,46,Federal-gov,Masters,14,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,1887,40,United-States,>50K,41-50
851,852,33,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States,>50K,31-40
852,853,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,31-40
853,854,36,Local-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States,>50K,31-40
854,855,61,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1887,40,United-States,>50K,61-70
855,856,30,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,48,United-States,>50K,19-30
856,857,50,Private,Assoc-voc,11,Married-civ-spouse,"Prof-,specialty",Wife,White,Female,0,1887,36,United-States,>50K,41-50
857,858,58,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,48,United-States,>50K,51-60
858,859,43,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,>50K,41-50
859,860,40,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,68,United-States,>50K,31-40
860,861,55,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,40,United-States,>50K,51-60
861,862,52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,51-60
862,863,44,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,55,United-States,>50K,41-50
863,864,39,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States,>50K,31-40
864,865,45,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,60,United-States,>50K,41-50
865,866,42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,41-50
866,867,29,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,19-30
867,868,46,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,United-States,>50K,41-50
868,869,55,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,51-60
869,870,33,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,31-40
870,871,44,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,60,United-States,>50K,41-50
871,872,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,47,United-States,>50K,31-40
872,873,64,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,1887,50,United-States,>50K,61-70
873,874,43,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,45,United-States,>50K,41-50
874,875,36,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,35,United-States,>50K,31-40
875,876,55,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,51-60
876,877,34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United-States,>50K,31-40
877,878,29,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,48,United-States,>50K,19-30
878,879,37,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1887,60,Cuba,>50K,31-40
879,880,42,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,1887,40,Philippines,>50K,41-50
880,881,41,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,41-50
881,882,45,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,Mexico,>50K,41-50
882,883,35,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,1887,50,Iran,>50K,31-40
883,884,61,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,60,United-States,>50K,61-70
884,885,49,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,41-50
885,886,52,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1887,60,United-States,>50K,51-60
886,887,46,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,50,United-States,>50K,41-50
887,888,23,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1887,50,India,>50K,19-30
888,889,36,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,31-40
889,890,43,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,1887,40,United-States,>50K,41-50
890,891,35,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,31-40
891,892,39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,>50K,31-40
892,893,39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,31-40
893,894,47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States,>50K,41-50
894,895,53,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States,>50K,51-60
895,896,53,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,45,United-States,>50K,51-60
896,897,26,Private,Masters,14,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,1876,40,United-States,<=50K,19-30
897,898,52,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,1876,50,United-States,<=50K,51-60
898,899,61,Private,Primary/Middle School,3,Divorced,Transport-moving,Not-in-family,White,Male,0,1876,56,United-States,<=50K,61-70
899,900,28,Local-gov,HS-grad,9,Never-married,Protective-serv,Other-relative,Black,Male,0,1876,40,United-States,<=50K,19-30
900,901,42,Private,Masters,14,Divorced,"Prof-,specialty",Not-in-family,White,Female,0,1876,40,United-States,<=50K,41-50
901,902,44,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,1876,42,United-States,<=50K,41-50
902,903,51,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,1876,40,United-States,<=50K,51-60
903,904,39,Local-gov,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1876,40,United-States,<=50K,31-40
904,905,36,State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,1876,44,United-States,<=50K,31-40
905,906,45,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,1876,50,United-States,<=50K,41-50
906,907,27,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,40,United-States,<=50K,19-30
907,908,40,Local-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,1876,35,United-States,<=50K,31-40
908,909,25,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,1876,40,United-States,<=50K,19-30
909,910,47,Private,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,1876,40,United-States,<=50K,41-50
910,911,32,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,1876,50,United-States,<=50K,31-40
911,912,53,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,1876,38,United-States,<=50K,51-60
912,913,32,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,1876,60,United-States,<=50K,31-40
913,914,49,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1876,40,United-States,<=50K,41-50
914,915,27,Private,Assoc-voc,11,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,1876,36,Canada,<=50K,19-30
915,916,26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,38,United-States,<=50K,19-30
916,917,60,Self-emp-not-inc,HS-grad,9,Separated,Other-service,Not-in-family,Black,Male,0,1876,50,United-States,<=50K,51-60
917,918,56,Self-emp-not-inc,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,1876,60,United-States,<=50K,51-60
918,919,58,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Male,0,1876,40,United-States,<=50K,51-60
919,920,39,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1876,50,United-States,<=50K,31-40
920,921,53,Private,Masters,14,Divorced,"Prof-,specialty",Unmarried,White,Female,0,1876,38,United-States,<=50K,51-60
921,922,27,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,1876,45,Cambodia,<=50K,19-30
922,923,46,Local-gov,Masters,14,Divorced,"Prof-,specialty",Not-in-family,White,Female,0,1876,60,United-States,<=50K,41-50
923,924,30,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,45,United-States,<=50K,19-30
924,925,38,Local-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1876,40,Canada,<=50K,31-40
925,926,41,Private,Bachelors,13,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,1876,40,United-States,<=50K,41-50
926,927,27,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,1876,75,United-States,<=50K,19-30
927,928,43,Private,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,1876,40,United-States,<=50K,41-50
928,929,30,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,1876,40,United-States,<=50K,19-30
929,930,25,Private,Bachelors,13,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,1876,40,United-States,<=50K,19-30
930,931,26,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1876,38,United-States,<=50K,19-30
931,932,53,Local-gov,Bachelors,13,Divorced,"Prof-,specialty",Not-in-family,White,Female,0,1876,54,United-States,<=50K,51-60
932,933,39,Private,High School,7,Divorced,Craft-repair,Not-in-family,White,Male,0,1876,46,United-States,<=50K,31-40
933,934,47,Local-gov,Some-college,10,Divorced,"Prof-,specialty",Not-in-family,White,Female,0,1876,40,United-States,<=50K,41-50
934,935,44,Private,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,1876,55,United-States,<=50K,41-50
935,936,61,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1848,60,United-States,>50K,61-70
936,937,44,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K,41-50
937,938,28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,42,United-States,>50K,19-30
938,939,34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,Peru,>50K,31-40
939,940,39,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,40,United-States,>50K,31-40
940,941,41,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,1848,48,United-States,>50K,41-50
941,942,35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,70,United-States,>50K,31-40
942,943,34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,50,United-States,>50K,31-40
943,944,30,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,50,United-States,>50K,19-30
944,945,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,50,United-States,>50K,19-30
945,946,33,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1848,45,United-States,>50K,31-40
946,947,60,Other,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1848,40,United-States,>50K,51-60
947,948,31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K,31-40
948,949,50,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1848,40,United-States,>50K,41-50
949,950,27,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,45,United-States,>50K,19-30
950,951,37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,65,United-States,>50K,31-40
951,952,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K,19-30
952,953,49,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,44,United-States,>50K,41-50
953,954,52,State-gov,Masters,14,Married-civ-spouse,"Prof-,specialty",Wife,Black,Female,0,1848,40,United-States,>50K,51-60
954,955,39,Local-gov,High School,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1848,40,Nicaragua,>50K,31-40
955,956,37,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1848,48,United-States,>50K,31-40
956,957,39,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,50,United-States,>50K,31-40
957,958,38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,54,United-States,>50K,31-40
958,959,44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,United-States,>50K,41-50
959,960,45,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K,41-50
960,961,54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1848,40,United-States,>50K,51-60
961,962,58,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1848,40,United-States,>50K,51-60
962,963,36,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1848,55,United-States,>50K,31-40
963,964,45,Private,Primary/Middle School,5,Married-civ-spouse,Other-service,Husband,White,Male,0,1848,40,United-States,>50K,41-50
964,965,46,Federal-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,1848,40,United-States,>50K,41-50
965,966,41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1848,45,United-States,>50K,41-50
966,967,41,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,40,United-States,>50K,41-50
967,968,34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,50,United-States,>50K,31-40
968,969,33,Federal-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,United-States,>50K,31-40
969,970,63,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,40,United-States,>50K,61-70
970,971,56,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1848,50,United-States,>50K,51-60
971,972,48,Local-gov,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1848,40,United-States,>50K,41-50
972,973,40,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,55,United-States,>50K,31-40
973,974,59,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,45,United-States,>50K,51-60
974,975,32,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,50,United-States,>50K,31-40
975,976,29,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,60,Germany,>50K,19-30
976,977,41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K,41-50
977,978,30,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1848,40,United-States,>50K,19-30
978,979,34,State-gov,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1848,40,United-States,>50K,31-40
979,980,41,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1848,65,United-States,>50K,41-50
980,981,46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,45,United-States,>50K,41-50
981,982,39,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,45,United-States,>50K,31-40
982,983,26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1848,60,United-States,>50K,19-30
983,984,27,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,55,United-States,>50K,19-30
984,985,61,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,United-States,>50K,61-70
985,986,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1848,40,United-States,>50K,31-40
986,987,67,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1844,70,United-States,<=50K,61-70
987,988,66,Other,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1825,40,United-States,>50K,61-70
